Artist,Title,Format,Cover Present,Label,Catogue Number,Year Released,Country,Notes,Sealed Status,discogs URL, Median Price ,discogs_release_id,,
"Ayers, Kevin",Deia…Vu,CD,Yes,Band Of Joy,BOJCD 019,1996,Canada,,No,https://www.discogs.com/release/1822731-Kevin-Ayers-Singing-The-Bruise-The-BBC-Sessions-1970-72, $8.80 ,1822731,,1822731
"Ayers, Kevin",Deia…Vu,"7"" Vinyl",Yes,Harvest,HAR  5198,1980,Canada,Promo ,No,https://www.discogs.com/release/2559533-Kevin-Ayers-Money-Money-Money, $8.86 ,2559533,,2559533
"Ayers, Kevin",Diamond Jack And The Queen Of Pain,"7"" Vinyl",N/A,Harvest,HAR 5042,1971,Canada,Solid Centre,No,https://www.discogs.com/release/2513196-Kevin-Ayers-And-The-Whole-World-Stranger-In-Blue-Suede-Shoes, $8.86 ,2513196,,2513196
"Ayers, Kevin",Diamond Jack And The Queen Of Pain,CD,Yes,Harvest / EMI,268 2952,2009,Canada,Expanded Edition,No,https://www.discogs.com/release/2823427-Kevin-Ayers-The-Confessions-Of-Dr-Dream-And-Other-Stories, $8.89 ,2823427,,2823427
"Ayers, Kevin",Diamond Jack And The Queen Of Pain,CD,Yes,Harvest / EMI,268 2952,2009,Canada,Reissue,No,https://www.discogs.com/release/2823427-Kevin-Ayers-The-Confessions-Of-Dr-Dream-And-Other-Stories, $8.89 ,2823427,,2823427
"Ayers, Kevin",Diamond Jack And The Queen Of Pain,Cassette,Yes,ABC Records,AB 1021 H,1977,Canada,Blue colored cassette,No,https://www.discogs.com/release/4149614-Kevin-Ayers-Yes-We-Have-No-Mañanas-So-Get-Your-Mañanas-Today, $8.95 ,4149614,,4149614
"Ayers, Kevin",Diamond Jack And The Queen Of Pain,CD,Yes,Harvest,07243-582777-2-2,2003,Canada,,No,https://www.discogs.com/release/1082696-Kevin-Ayers-And-The-Whole-World-Shooting-At-The-Moon, $8.99 ,1082696,,1082696
"Ayers, Kevin",Didn't Feel Lonely Till I Thought Of You,"12"" Vinyl",Yes,Harvest,11C 07463647,1980,Canada,,No,https://www.discogs.com/release/11139045-Kevin-Ayers-Thats-What-You-Get-Babe, $9.21 ,11139045,,11139045
"Ayers, Kevin",Didn't Feel Lonely Till I Thought Of You,"7"" Vinyl",Yes,Grabaciones Accidentales,GA 242,1988,Canada,Promo ,No,https://www.discogs.com/release/3899510-Kevin-Ayers-The-Best-We-Have, $9.21 ,3899510,,3899510
"Ayers, Kevin",Document Series Presents,CD,Yes,Edsel Records,MEDCD 749,2004,Canada,Compilation,No,https://www.discogs.com/release/3374032-Kevin-Ayers-Didnt-Feel-Lonely-Till-I-Thought-Of-You-The-Island-Records-Years, $9.47 ,3374032,,3374032
"Ayers, Kevin",Don't Let It Get You Down,CD,Yes,Edsel Records,MEDCD 749,2004,Canada,Compilation,Yes,https://www.discogs.com/release/3374032-Kevin-Ayers-Didnt-Feel-Lonely-Till-I-Thought-Of-You-The-Island-Records-Years, $9.47 ,3374032,,3374032
"Ayers, Kevin",Falling In Love Again,Cassette,Yes,Grabaciones Accidentales,GA-192K,1988,Canada,,No,https://www.discogs.com/release/5799507-Kevin-Ayers-Falling-Up, $9.47 ,5799507,,5799507
"Ayers, Kevin",Falling In Love Again,"7"" Vinyl",N/A,Harvest,HAR 5124,1977,Canada,Stock Copy,No,https://www.discogs.com/release/4342254-Kevin-Ayers-Star, $9.49 ,4342254,,4342254
"Ayers, Kevin",Falling In Love Again,"12"" Vinyl",Yes,Virgin,V 2510,1988,Canada,,No,https://www.discogs.com/release/2103410-Kevin-Ayers-Falling-Up, $9.99 ,2103410,,2103410
"Ayers, Kevin",Falling In Love Again,CD,Yes,BGO Records,BGOCD189,1993,Canada,,No,https://www.discogs.com/release/1710476-Kevin-Ayers-Rainbow-Takeaway, $9.99 ,1710476,,1710476
"Ayers, Kevin",Falling In Love Again,"7"" Vinyl",N/A,Island Records,K6313,1976,Canada,Company Sleeve,No,https://www.discogs.com/release/2287132-Kevin-Ayers-Falling-In-Love-Again, $10.00 ,2287132,,2287132
"Ayers, Kevin",Falling Up,"12"" Vinyl",Yes,Harvest,5C 054-05954,1975,Canada,,No,https://www.discogs.com/release/13402466-Kevin-Ayers-Odd-Ditties, $10.00 ,13402466,,13402466
"Ayers, Kevin",Falling Up,"12"" Vinyl",Yes,Harvest,5C 054-05954,1975,Canada,,No,https://www.discogs.com/release/13402466-Kevin-Ayers-Odd-Ditties, $10.00 ,13402466,,13402466
"Ayers, Kevin",Falling Up,Cassette,Yes,Fnac Music,594025,1992,Canada,,No,https://www.discogs.com/release/8592014-Kevin-Ayers-Still-Life-With-Guitars, $10.00 ,8592014,,8592014
"Ayers, Kevin",Falling Up,CD,Yes,BGO Records,BGOCD190,1993,Canada,,No,https://www.discogs.com/release/1755871-Kevin-Ayers-Thats-What-You-Get-Babe, $10.00 ,1755871,,1755871
"Ayers, Kevin",Falling Up,"7"" Vinyl",Yes,Harvest,4C 006-05347,1973,Canada,,No,https://www.discogs.com/release/3854270-Kevin-Ayers-Caribbean-Moon, $10.16 ,3854270,,3854270
"Ayers, Kevin",Falling Up,"12"" Vinyl",Yes,Island Records,885911,1975,Canada,,No,https://www.discogs.com/release/7344912-Kevin-Ayers-Sweet-Deceiver, $10.42 ,7344912,,7344912
"Ayers, Kevin",Falling Up,CD,Yes,Voiceprint,VP180CD,1997,Canada,Mini-album,No,https://www.discogs.com/release/5712456-Kevin-Ayers-Mike-Oldfield-Robert-Wyatt-David-Bedford-Lol-Coxhill-Six-Beautiful-Girls-The-Garden-Of-L, $10.52 ,5712456,,5712456
"Ayers, Kevin",Feeling This Way,"12"" Vinyl",Yes,Harvest,5C 062 60535,1978,Canada,,No,https://www.discogs.com/release/5514054-Kevin-Ayers-Rainbow-Takeaway, $10.53 ,5514054,,5514054
"Ayers, Kevin",Feeling This Way,"12"" Vinyl",Yes,Harvest,1C 062-97 907,1976,Canada,,No,https://www.discogs.com/release/2231443-Kevin-Ayers-Yes-We-Have-No-Mañanas-So-Get-Your-Mañanas-Today, $10.53 ,2231443,,2231443
"Ayers, Kevin",First Show In The Appearance Business (The BBC Sessions 1973-76),CD,Yes,Windsong International,WINCD 018,1992,Canada,,No,https://www.discogs.com/release/1154831-Kevin-Ayers-And-The-Whole-World-BBC-Radio-1-Live-In-Concert, $10.54 ,1154831,,1154831
"Ayers, Kevin",Hyde Park Free Concert 1970,CD,No,Windsong International,WINCD 018,1992,Canada,,No,https://www.discogs.com/release/1154831-Kevin-Ayers-And-The-Whole-World-BBC-Radio-1-Live-In-Concert, $10.54 ,1154831,,1154831
"Ayers, Kevin",Joy Of A Toy,"7"" Vinyl",N/A,Island Records,K-5635,1974,Canada,,No,https://www.discogs.com/release/13719983-Kevin-Ayers-After-The-Show, $11.15 ,13719983,,13719983
"Ayers, Kevin",Joy Of A Toy,CD,Yes,Market Square,MSMCD112,2002,Canada,EDC Pressing,No,https://www.discogs.com/release/1758439-Kevin-Ayers-Still-Life-With-Guitar, $11.80 ,1758439,,1758439
"Ayers, Kevin",Joy Of A Toy,CD,Yes,Box-O-Plenty,BOP CD 002,2004,Canada,,Yes,https://www.discogs.com/release/1771904-Kevin-Ayers-Alive-In-California, $12.03 ,1771904,,1771904
"Ayers, Kevin",Joy Of A Toy,CD,Yes,BGO Records,BGOCD990,2011,Canada,Contains two albums,Yes,https://www.discogs.com/release/3388435-Kevin-Ayers-Rainbow-Takeaway-Thats-What-You-Get-Babe, $12.03 ,3388435,,3388435
"Ayers, Kevin",Joy Of A Toy,CD,Yes,Parlophone,256463205,2014,Canada,,Yes,https://www.discogs.com/release/5349374-Kevin-Ayers-Original-Album-Series, $12.57 ,5349374,,5349374
"Ayers, Kevin",Joy Of A Toy,Cassette,Yes,Island Records,ZCI 9263,1974,Canada,Cream/off-white cassette with pink labels,No,https://www.discogs.com/release/8097501-Kevin-Ayers-The-Confessions-Of-Dr-Dream-And-Other-Stories, $12.58 ,8097501,,8097501
"Ayers, Kevin",Joy Of A Toy,"12"" Vinyl",Yes,Virgin,V 2510,1988,Canada,,No,https://www.discogs.com/release/5286306-Kevin-Ayers-Falling-Up, $12.63 ,5286306,,5286306
"Ayers, Kevin",Joy Of A Toy,CD,N/A,Fnac Music,59314,1992,Canada,Promo,No,https://www.discogs.com/release/4060746-Kevin-Ayers-Feeling-This-Way, $12.63 ,4060746,,4060746
"Ayers, Kevin",Joy Of A Toy,Cassette,Yes,Tabata,TBMC 003,1992,Canada,,No,https://www.discogs.com/release/11894846-Kevin-Ayers-Still-Life-With-Guitar, $12.63 ,11894846,,11894846
"Ayers, Kevin",Joy Of A Toy,CD,Yes,Virgin,CDV 2510,1988,Canada,,No,https://www.discogs.com/release/1754634-Kevin-Ayers-Falling-Up, $12.64 ,1754634,,1754634
"Ayers, Kevin",Joy Of A Toy,"12"" Vinyl",Yes,Harvest,SHSP 4057,1976,Canada,,No,https://www.discogs.com/release/1900919-Kevin-Ayers-Yes-We-Have-No-Mañanas-So-Get-Your-Mañanas-Today, $12.64 ,1900919,,1900919
"Ayers, Kevin",Joy Of A Toy,"12"" Vinyl",Yes,Harvest,SHSP 4057,1976,Canada,,No,https://www.discogs.com/release/1900919-Kevin-Ayers-Yes-We-Have-No-Mañanas-So-Get-Your-Mañanas-Today, $12.64 ,1900919,,1900919
"Ayers, Kevin",Joy Of A Toy,"12"" Vinyl",Yes,Harvest,SHSP 4057,1976,Canada,,No,https://www.discogs.com/release/1900919-Kevin-Ayers-Yes-We-Have-No-Mañanas-So-Get-Your-Mañanas-Today, $12.64 ,1900919,,1900919
"Ayers, Kevin",Joy Of A Toy / Shooting At The Moon,"7"" Vinyl",N/A,Harvest,HAR 5124,1977,Canada,Promo ,No,https://www.discogs.com/release/7591715-Kevin-Ayers-Star, $12.66 ,7591715,,7591715
"Ayers, Kevin",Joy Of A Toy / Shooting At The Moon,"7"" Vinyl",N/A,Harvest,HAR 5107,1976,Canada,Stock Copy,No,https://www.discogs.com/release/9560548-Kevin-Ayers-Stranger-In-Blue-Suede-Shoes, $12.66 ,9560548,,9560548
"Ayers, Kevin",Joy Of A Toy / Shooting At The Moon,CD,Yes,EMI/Harvest,268 2972,2009,Canada,Reissue,No,https://www.discogs.com/release/2788440-Kevin-Ayers-Yes-We-Have-No-Mañanas-So-Get-Your-Mañanas-Today, $12.73 ,2788440,,2788440
"Ayers, Kevin",Joy Of A Toy / Shooting At The Moon,CD,Yes,Hux Records,HUX 006,1998,Canada,,No,https://www.discogs.com/release/1842358-Kevin-Ayers-Too-Old-To-Die-Young, $12.82 ,1842358,,1842358
"Ayers, Kevin",Joy Of A Toy / Shooting At The Moon,"12"" Vinyl",Yes,Island Records,ILPS 9322,1975,Canada,,No,https://www.discogs.com/release/1569955-Kevin-Ayers-Sweet-Deceiver, $12.89 ,1569955,,1569955
"Ayers, Kevin",Money Money Money,"12"" Vinyl",Yes,Island Records,ILPS 9322,1975,Canada,,No,https://www.discogs.com/release/1569955-Kevin-Ayers-Sweet-Deceiver, $12.89 ,1569955,,1569955
"Ayers, Kevin",Money Money Money,"12"" Vinyl",Yes,Island Records,ILPS 9322,1975,Canada,,No,https://www.discogs.com/release/1569955-Kevin-Ayers-Sweet-Deceiver, $12.89 ,1569955,,1569955
"Ayers, Kevin",Money Money Money,"12"" Vinyl",Yes,See For Miles Records Ltd.,CM 117,1983,Canada,Original Pressing,No,https://www.discogs.com/release/13206802-Kevin-Ayers-The-Kevin-Ayers-Collection, $13.61 ,13206802,,13206802
"Ayers, Kevin",Money Money Money,"7"" Vinyl",Yes,Island Records,13736-A,1975,Canada,,No,https://www.discogs.com/release/6670802-Kevin-Ayers-After-The-Show, $13.68 ,6670802,,6670802
"Ayers, Kevin",Mr. Cool,"12"" Vinyl",Yes,Island Records,88006-I,1974,Canada,,No,https://www.discogs.com/release/2931730-Kevin-Ayers-The-Confessions-Of-Dr-Dream-And-Other-Stories, $14.21 ,2931730,,2931730
"Ayers, Kevin",Mr. Cool,"12"" Vinyl",Yes,See For Miles Records Ltd.,CM 117,1986,Canada,Version with Bar Code on the back,No,https://www.discogs.com/release/2757410-Kevin-Ayers-The-Kevin-Ayers-Collection, $14.47 ,2757410,,2757410
"Ayers, Kevin",Mr. Cool,"12"" Vinyl",Yes,Island Records,L 35511,1975,Canada,,No,https://www.discogs.com/release/6885089-Kevin-Ayers-Sweet-Deceiver, $14.56 ,6885089,,6885089
"Ayers, Kevin",Odd Ditties,"12"" Vinyl",Yes,Island Records,ILPS 19263,1974,Canada,,No,https://www.discogs.com/release/978820-Kevin-Ayers-The-Confessions-Of-Dr-Dream-And-Other-Stories, $14.63 ,978820,,978820
"Ayers, Kevin",Odd Ditties,"12"" Vinyl",Yes,Roadrunner Records,RR 9913,1983,Canada,,No,https://www.discogs.com/release/2200680-Kevin-Ayers-Diamond-Jack-And-The-Queen-Of-Pain, $14.74 ,2200680,,2200680
"Ayers, Kevin",Odd Ditties,"12"" Vinyl",Yes,Harvest,2C 066-05.954,1976,Canada,,No,https://www.discogs.com/release/4352432-Kevin-Ayers-Odd-Ditties, $14.74 ,4352432,,4352432
"Ayers, Kevin",Odd Ditties,CD,Yes,Hux Records,HUX 007,1998,Canada,,No,https://www.discogs.com/release/1790007-Ayers-And-Archibald-Banana-Follies, $15.00 ,1790007,,1790007
"Ayers, Kevin",Odd Ditties,"12"" Vinyl",Yes,Harvest,SHSMJ(L)2005,1976,Canada,,No,https://www.discogs.com/release/13402338-Kevin-Ayers-Odd-Ditties, $15.00 ,13402338,,13402338
"Ayers, Kevin",Odd Ditties,CD,Yes,Reel Recordings,RR 002,2007,Canada,,No,https://www.discogs.com/release/2545341-Kevin-Ayers-And-The-Whole-World-Hyde-Park-Free-Concert-1970, $15.16 ,2545341,,2545341
"Ayers, Kevin",Odd Ditties,"12"" Vinyl",Yes,Harvest,156 26 0362 3,1985,Canada,,No,https://www.discogs.com/release/2129518-Kevin-Ayers-Featuring-Mike-Oldfield-David-Bedford-The-Joy-Of-A-Toy-Shooting-At-The-Moon, $15.24 ,2129518,,2129518
"Ayers, Kevin",Odd Ditties,"7"" Vinyl",Yes,Island Records,6138 046,1974,Canada,,No,https://www.discogs.com/release/5832228-Kevin-Ayers-The-Up-Song, $15.78 ,5832228,,5832228
"Ayers, Kevin",Odd Ditties,"7"" Vinyl",Yes,Columbia,MO 2113,1982,Chilie,Stock Copy,No,https://www.discogs.com/release/2723793-Kevin-Ayers-Animals, $15.79 ,2723793,,2723793
"Ayers, Kevin",Odd Ditties,"7"" Vinyl",Yes,Columbia,MO 2113,1982,Chilie,Promo ,No,https://www.discogs.com/release/2723793-Kevin-Ayers-Animals, $15.79 ,2723793,,2723793
"Ayers, Kevin",Oh! Wot A Dream,"7"" Vinyl",N/A,Harvest,HATS 312,1973,Colombia,,No,https://www.discogs.com/release/9256909-Kevin-Ayers-Caribbean-Moon, $15.79 ,9256909,,9256909
"Ayers, Kevin",Oh! Wot A Dream,"7"" Vinyl",Yes,Harvest,2 C 006-04926 M,1971,Czech Republic,,No,https://www.discogs.com/release/5133327-Kevin-Ayers-And-The-Whole-World-Stranger-In-Blue-Suede-Shoes, $15.79 ,5133327,,5133327
"Ayers, Kevin",Oh! Wot A Dream,"12"" Vinyl",Yes,Island Records,9101 640,1975,Denmark,,No,https://www.discogs.com/release/2170529-Kevin-Ayers-Sweet-Deceiver, $15.79 ,2170529,,2170529
"Ayers, Kevin",Oh! Wot A Dream,CD,Yes,EMI / Harvest,268 2962,2009,Denmark,,No,https://www.discogs.com/release/3329412-Kevin-Ayers-Sweet-Deceiver, $15.79 ,3329412,,3329412
"Ayers, Kevin",Original Album Series,CD,Yes,Market Square,MSMCD105,1999,Denmark,,No,https://www.discogs.com/release/1767980-Kevin-Ayers-The-Wizards-Of-Twiddly-Turn-The-Lights-Down, $15.81 ,1767980,,1767980
"Ayers, Kevin",Puis-Je?,"12"" Vinyl",Yes,Harvest,SHSM 2005,1976,Denmark,,No,https://www.discogs.com/release/1640557-Kevin-Ayers-Odd-Ditties, $16.02 ,1640557,,1640557
"Ayers, Kevin",Rainbow Takeaway,"12"" Vinyl",Yes,Harvest,SHSP 4106,1980,Denmark,,No,https://www.discogs.com/release/2778156-Kevin-Ayers-Thats-What-You-Get-Babe, $16.12 ,2778156,,2778156
"Ayers, Kevin",Rainbow Takeaway,"12"" Vinyl",Yes,Harvest,SHSP 4106,1980,Denmark,,No,https://www.discogs.com/release/2778156-Kevin-Ayers-Thats-What-You-Get-Babe, $16.12 ,2778156,,2778156
"Ayers, Kevin",Rainbow Takeaway,"12"" Vinyl",Yes,Virgin,V 2510,1988,El Salvador,,No,https://www.discogs.com/release/2148643-Kevin-Ayers-Falling-Up, $16.42 ,2148643,,2148643
"Ayers, Kevin",Rainbow Takeaway,"12"" Vinyl",Yes,Virgin,V 2510,1988,El Salvador,,No,https://www.discogs.com/release/2148643-Kevin-Ayers-Falling-Up, $16.42 ,2148643,,2148643
"Ayers, Kevin",Rainbow Takeaway,"12"" Vinyl",Yes,Harvest,SHSP 4085,1978,EU,,No,https://www.discogs.com/release/2067663-Kevin-Ayers-Rainbow-Takeaway, $16.42 ,2067663,,2067663
"Ayers, Kevin",Rainbow Takeaway,"12"" Vinyl",Yes,Harvest,SHSP 4085,1978,EU,,No,https://www.discogs.com/release/2067663-Kevin-Ayers-Rainbow-Takeaway, $16.42 ,2067663,,2067663
"Ayers, Kevin",Rainbow Takeaway / That's What You Get Babe,"12"" Vinyl",Yes,Harvest,10 C 062-060.535,1978,EU,,No,https://www.discogs.com/release/2929827-Kevin-Ayers-Rainbow-Takeaway, $16.84 ,2929827,,2929827
"Ayers, Kevin",Shooting At The Moon,"12"" Vinyl",Yes,Island Records,ILPS 9263,1974,EU,,No,https://www.discogs.com/release/1937835-Kevin-Ayers-The-Confessions-Of-Dr-Dream-And-Other-Stories, $16.99 ,1937835,,1937835
"Ayers, Kevin",Shooting At The Moon,"12"" Vinyl",Yes,Island Records,ILPS 9263,1974,EU,,No,https://www.discogs.com/release/1937835-Kevin-Ayers-The-Confessions-Of-Dr-Dream-And-Other-Stories, $16.99 ,1937835,,1937835
"Ayers, Kevin",Shooting At The Moon,"12"" Vinyl",Yes,Island Records,ILPS 9263,1974,EU,,No,https://www.discogs.com/release/1937835-Kevin-Ayers-The-Confessions-Of-Dr-Dream-And-Other-Stories, $16.99 ,1937835,,1937835
"Ayers, Kevin",Shooting At The Moon,"12"" Vinyl",Yes,Island Records,ILPS 9263,1974,EU,,No,https://www.discogs.com/release/1937835-Kevin-Ayers-The-Confessions-Of-Dr-Dream-And-Other-Stories, $16.99 ,1937835,,1937835
"Ayers, Kevin",Shooting At The Moon,"12"" Vinyl",Yes,ABC Records,9022-1021,1977,EU,,Yes,https://www.discogs.com/release/764762-Kevin-Ayers-Yes-We-Have-No-Mañanas-So-Get-Your-Mañanas-Today, $18.00 ,764762,,764762
"Ayers, Kevin",Shooting At The Moon,CD,Yes,Air Mail Archive,AIRAC-1700,2013,EU,Paper Sleeve,No,https://www.discogs.com/release/4649353-Kevin-Ayers-Still-Life-With-Guitar, $18.04 ,4649353,,4649353
"Ayers, Kevin",Shooting At The Moon,"12"" Vinyl",Yes,Harvest,2C 184-52277/78,1975,EU,,No,https://www.discogs.com/release/2631270-Kevin-Ayers-Featuring-Mike-Oldfield-David-Bedford-The-Joy-Of-A-Toy-Shooting-At-The-Moon, $18.68 ,2631270,,2631270
"Ayers, Kevin",Shooting At The Moon,"12"" Vinyl",Yes,Harvest,EM 2032,1989,EU,,No,https://www.discogs.com/release/1318548-Kevin-Ayers-Banana-Productions-The-Best-Of-Kevin-Ayers, $18.97 ,1318548,,1318548
"Ayers, Kevin",Singing A Song In The Morning,"7"" Vinyl",N/A,Harvest,HAR 5100,1975,EU,Promo - reissue,No,https://www.discogs.com/release/4724074-Kevin-Ayers-Caribbean-Moon, $18.97 ,4724074,,4724074
"Ayers, Kevin",Singing A Song In The Morning,"12"" Vinyl",Yes,Charly Records,CR 30224,1983,EU,,No,https://www.discogs.com/release/2196661-Kevin-Ayers-Diamond-Jack-And-The-Queen-Of-Pain, $18.97 ,2196661,,2196661
"Ayers, Kevin",Singing A Song In The Morning,"12"" Vinyl",Yes,Charly Records,CR 30224,1983,EU,,No,https://www.discogs.com/release/2196661-Kevin-Ayers-Diamond-Jack-And-The-Queen-Of-Pain, $18.97 ,2196661,,2196661
"Ayers, Kevin",Singing A Song In The Morning,Cassette,Yes,Harvest,TC-EMS 1124,1986,EU,Reissue,No,https://www.discogs.com/release/8783085-Kevin-Ayers-Bananamour, $18.99 ,8783085,,8783085
"Ayers, Kevin",Singing The Bruise (The BBC Sessions 1970-72),"12"" Vinyl",Yes,Harvest,SHDW 407,1975,EU,,No,https://www.discogs.com/release/11332684-Kevin-Ayers-Featuring-Mike-Oldfield-David-Bedford-The-Joy-Of-A-Toy-Shooting-At-The-Moon, $18.99 ,11332684,,11332684
"Ayers, Kevin",Songs For Insane Times - An Anthology 1969 - 1980,"7"" Vinyl",N/A,Harvest,HAR 5042,1971,EU,Promo ,No,https://www.discogs.com/release/4553576-Kevin-Ayres-And-The-Whole-World-Stranger-In-Blue-Suede-Shoes, $18.99 ,4553576,,4553576
"Ayers, Kevin",Star,"7"" Vinyl",N/A,Harvest,HAR 5064,1972,EU,Stock Copy - stamp on label,No,https://www.discogs.com/release/4327096-Kevin-Ayers-Oh-Wot-A-Dream, $19.62 ,4327096,,4327096
"Ayers, Kevin",Star,"7"" Vinyl",N/A,Harvest,HAR 5064,1972,EU,Punch out center missing,No,https://www.discogs.com/release/4327096-Kevin-Ayers-Oh-Wot-A-Dream, $19.62 ,4327096,,4327096
"Ayers, Kevin",Stepping Out,"12"" Vinyl",Yes,WEA,L.240340-1,1983,EU,Promo ,No,https://www.discogs.com/release/15129703-Kevin-Ayers-Diamond-Jack-And-The-Queen-Of-Pain, $20.00 ,15129703,,15129703
"Ayers, Kevin",Still Life With Guitar,"12"" Vinyl",Yes,WEA,L.240340-1,1983,EU,Promo - Ariloa Cover (Silver),No,https://www.discogs.com/release/15129703-Kevin-Ayers-Diamond-Jack-And-The-Queen-Of-Pain, $20.00 ,15129703,,15129703
"Ayers, Kevin",Still Life With Guitar,"12"" Vinyl",Yes,Island Records,ILPS 9263,1974,EU,Embossed Sleeve,No,https://www.discogs.com/release/1494329-Kevin-Ayers-The-Confessions-Of-Dr-Dream-And-Other-Stories, $20.53 ,1494329,,1494329
"Ayers, Kevin",Still Life With Guitar,"12"" Vinyl",Yes,Island Records,ILPS.9263,1974,EU,Embossed Sleeve,No,https://www.discogs.com/release/1494329-Kevin-Ayers-The-Confessions-Of-Dr-Dream-And-Other-Stories, $20.53 ,1494329,,1494329
"Ayers, Kevin",Still Life With Guitar,"7"" Vinyl",N/A,Island Records,WIP 6194,1974,EU,Promo ,No,https://www.discogs.com/release/7442198-Kevin-Ayers-The-Up-Song, $20.87 ,7442198,,7442198
"Ayers, Kevin",Still Life With Guitar,"12"" Vinyl",Yes,No Kidding,NK202203,2022,EU,Unofficial Release - Orange/Yellow Picture Disc,No,https://www.discogs.com/release/22373764-Kevin-Ayers-BBC-Sessions-1970-1972, $20.91 ,22373764,,22373764
"Ayers, Kevin",Still Life With Guitar,"7"" Vinyl",Yes,Harvest,2C 006-05347,1973,EU,,No,https://www.discogs.com/release/2164595-Kevin-Ayers-Caribbean-Moon, $21.05 ,2164595,,2164595
"Ayers, Kevin",Stop Playing With My Heart,"12"" Vinyl",Yes,Vinilisssimo,MR-SSSC 513,2012,EU,Yellow Vinyl,Yes,https://www.discogs.com/release/5838418-Kevin-Ayers-Joy-Of-A-Toy, $21.05 ,5838418,,5838418
"Ayers, Kevin",Stranger In Blue Suede Shoes,"7"" Vinyl",Yes,Harvest,1 J 006-04.926 M,1972,EU,,No,https://www.discogs.com/release/3976756-Kevin-Ayers-Kevin-Ayers-And-The-Whole-World-Stranger-In-Blue-Suede-Shoes, $21.05 ,3976756,,3976756
"Ayers, Kevin",Stranger In Blue Suede Shoes,"7"" Vinyl",Yes,Harvest,1 J 006-04.926 M,1972,EU,,No,https://www.discogs.com/release/3976756-Kevin-Ayers-Kevin-Ayers-And-The-Whole-World-Stranger-In-Blue-Suede-Shoes, $21.05 ,3976756,,3976756
"Ayers, Kevin",Stranger In Blue Suede Shoes,"12"" Vinyl",Yes,Turning Point Music,TPM-99203V,1999,EU,,No,https://www.discogs.com/release/1276400-Kevin-Ayers-The-Radio-Sessions, $21.05 ,1276400,,1276400
"Ayers, Kevin",Stranger In Blue Suede Shoes,"7"" Vinyl",N/A,Harvest,1C 006-04 366,1970,EU,Company Sleeve,No,https://www.discogs.com/release/4579109-Kevin-Ayers-And-The-Whole-World-Singing-A-Song-In-The-Morning, $22.11 ,4579109,,4579109
"Ayers, Kevin",Stranger In Blue Suede Shoes,"7"" Vinyl",N/A,Harvest,1C 006-04 366,1970,EU,Company Sleeve - stamp on label,No,https://www.discogs.com/release/4579109-Kevin-Ayers-And-The-Whole-World-Singing-A-Song-In-The-Morning, $22.11 ,4579109,,4579109
"Ayers, Kevin",Stranger In Blue Suede Shoes,"12"" Vinyl",Yes,WEA,24 9494-0,1984,EU,,No,https://www.discogs.com/release/6213377-Kevin-Ayers-Whos-Still-Crazy, $22.11 ,6213377,,6213377
"Ayers, Kevin",Stranger In Blue Suede Shoes,"12"" Vinyl",Yes,Island Records,L 35511,1975,EU,,No,https://www.discogs.com/release/13100387-Kevin-Ayers-Sweet-Deceiver, $22.29 ,13100387,,13100387
"Ayers, Kevin",Sweet Deceiver,"12"" Vinyl",Yes,Island Records,L 35511,1975,EU,,No,https://www.discogs.com/release/13100387-Kevin-Ayers-Sweet-Deceiver, $22.29 ,13100387,,13100387
"Ayers, Kevin",Sweet Deceiver,"12"" Vinyl",Yes,Harvest,SHDW 407,1986,EU,Black/Silver Labels,No,https://www.discogs.com/release/16052087-Kevin-Ayers-Featuring-Mike-Oldfield-David-Bedford-The-Joy-Of-A-Toy-Shooting-At-The-Moon, $22.63 ,16052087,,16052087
