Artist,Title,Format,Cover Present,Label,Catogue Number,Year Released,Country,Notes,Sealed Status,discogs URL, Median Price ,discogs_release_id,,
"Bowie, David",Pinups,CD,Yes,EMI,TOCP-70146,2007,Italy,With OBI - made in Japan,No,https://www.discogs.com/release/7045255-David-Bowie-Pinups, $9.97 ,7045255,,7045255
"Bowie, David",Pinups,"12"" Vinyl",Yes,RCA Victor,APL1-0291,1974,Portugal,Stock Copy,No,https://www.discogs.com/release/11369954-Bowie-Pinups, $12.87 ,11369954,,11369954
"Bowie, David",Pinups,"12"" Vinyl",Yes,RCA Victor,APL1-0291,1974,Portugal,Stock Copy,No,https://www.discogs.com/release/11369954-Bowie-Pinups, $12.87 ,11369954,,11369954
"Bowie, David",Pinups,"12"" Vinyl",Yes,RCA Victor,APL1-0291,1974,Portugal,Stock Copy,No,https://www.discogs.com/release/11369954-Bowie-Pinups, $12.87 ,11369954,,11369954
"Bowie, David",Pinups,"12"" Vinyl",Yes,RCA Victor,APL1-0291,1974,Portugal,Stock Copy,No,https://www.discogs.com/release/11369954-Bowie-Pinups, $12.87 ,11369954,,11369954
"Bowie, David",Pinups,"12"" Vinyl",Yes,RCA Victor,APL1-0291,1974,Portugal,Stock Copy,No,https://www.discogs.com/release/11369954-Bowie-Pinups, $12.87 ,11369954,,11369954
"Bowie, David",Pinups,"12"" Vinyl",Yes,RCA International,NL 84653,1983,South Africa,Reissue,No,https://www.discogs.com/release/1060746-Bowie-Pinups, $13.64 ,1060746,,1060746
"Bowie, David",Pinups,CD,Yes,Parlophone,WPCR-80090,2014,Thailand,Forever Young Series,Yes,https://www.discogs.com/release/7743481-Bowie-Pinups, $15.00 ,7743481,,7743481
"Bowie, David",Pinups,CD,Yes,RCA Victor,PCD1-0291,1984,UK,Red Spine,No,https://www.discogs.com/release/1557144-Bowie-Pinups, $27.50 ,1557144,,1557144
"Bowie, David",Pinups,"12"" Vinyl",Yes,Simply Vinyl,SVLP 277,1999,UK,Simply Vinyl Issue - black labels,No,https://www.discogs.com/release/15526270-Bowie-Pinups, $30.00 ,15526270,,15526270
"Bowie, David",Pinups,"12"" Vinyl",Yes,Simply Vinyl,SVLP 277,2001,UK,Simply Vinyl Issue,No,https://www.discogs.com/release/2449209-Bowie-Pinups, $31.47 ,2449209,,2449209
"Bowie, David",Pinups,"12"" Vinyl",Yes,Parlophone,DB69736P,2019,UK,"Picture Disc - Record Store Day Limited Edition 20,000 Copies",Yes,https://www.discogs.com/release/13458787-Bowie-Pinups, $22.93 ,13458787,,13458787
"Bowie, David",Pinups,"12"" Vinyl",Yes,Parlophone,DB69736P,2019,UK,"Picture Disc - Record Store Day Limited Edition 20,000 Copies",Yes,https://www.discogs.com/release/13458787-Bowie-Pinups, $22.93 ,13458787,,13458787
"Bowie, David",Pinups,"12"" Vinyl",Yes,Parlophone,DBPU 50,2023,UK,50th Anniversary Half-Speed Master,Yes,https://www.discogs.com/release/28659493-Bowie-Pinups, $26.18 ,28659493,,28659493
"Bowie, David",Pinups,"12"" Vinyl",Yes,Parlophone,DBPU 50,2023,UK,50th Anniversary Half-Speed Master,Yes,https://www.discogs.com/release/28659493-Bowie-Pinups, $26.18 ,28659493,,28659493
"Bowie, David",Pinups,"12"" Vinyl",Yes,RCA,RCA-6174,1974,USA,Stock Copy - no OBI,No,https://www.discogs.com/release/4459577-Bowie-Pinups-ピンナップス, $50.62 ,4459577,,4459577
"Bowie, David",Pinups,"12"" Vinyl",Yes,RCA,BOPIC 4,1984,USA,Picture Disc,Yes,https://www.discogs.com/release/1107851-David-Bowie-Pinups, $36.48 ,1107851,,1107851
"Bowie, David",Pinups,"12"" Vinyl",No,RCA,BOPIC 4,1984,USA,Picture Disc,No,https://www.discogs.com/release/1107851-David-Bowie-Pinups, $36.48 ,1107851,,1107851
"Bowie, David",Pinups,"12"" Vinyl",Yes,Ryko Analogue,RALP 0136-2,1990,USA,Clear Vinyl,Yes,https://www.discogs.com/release/2101872-David-Bowie-Pinups, $70.00 ,2101872,,2101872
"Bowie, David",Pinups,"12"" Vinyl",Yes,Ryko Analogue,RALP 0136-2,1990,USA,Clear Vinyl - Promo Stamp on Cover,No,https://www.discogs.com/release/2101872-David-Bowie-Pinups, $70.00 ,2101872,,2101872
"Bowie, David",Pinups Radio Show,CD,Yes,Parlophone,CDPURS1,2015,USA,Promo,No,https://www.discogs.com/release/7857648-Bowie-Pinups-Radio-Show, $189.90 ,7857648,,7857648
"Bowie, David",Pinups Radio Show,"10"" Vinyl",Yes,Parlophone,PURS 1,2015,USA,Promo,Yes,https://www.discogs.com/release/9424599-Bowie-Pinups-Radio-Show, $500.00 ,9424599,,9424599
"Bowie, David",Planet Earth Is Blue (The Broadcast Anthology),"12"" Vinyl",Yes,Coda Publishing LTD,CPLPD281,2021,UK,Unofficial Release - Picture Disc 2nd Edition 415/500,Yes,https://www.discogs.com/release/17825221-Bowie-Planet-Earth-Is-Blue-The-Broadcast-Anthology, $25.00 ,17825221,,17825221
"Bowie, David",Portrait Of A Star,"12"" Vinyl",Yes,RCA Victor,PL 37700,1982,USA,Box Set,No,https://www.discogs.com/release/512007-David-Bowie-Portrait-Of-A-Star, $52.48 ,512007,,512007
"Bowie, David","Press Conference, Tivoli Club, Sydney, Australia 27.10.1987","7"" Vinyl",N/A,None,SPIDER 3S,1987,Thailand,Unofficial Release - Shaped Disc,No,https://www.discogs.com/release/5490667-David-Bowie-Press-Conference-Tivoli-Club-Sydney-Australia-27101987, $15.00 ,5490667,,5490667
"Bowie, David","Press Conference, Tivoli Club, Sydney, Australia 27.10.1987","7"" Vinyl",N/A,None,SPIDER 3S,1987,Thailand,Unofficial Release - Shaped Disc,No,https://www.discogs.com/release/5490667-David-Bowie-Press-Conference-Tivoli-Club-Sydney-Australia-27101987, $15.00 ,5490667,,5490667
"Bowie, David","Ragazzo Solo, Ragazza Sola","7"" Vinyl",N/A,Philips,704 208 BW,1970,Turkey,Unofficial Release,No,https://www.discogs.com/release/16190359-David-Bowie-Ragazzo-Solo-Ragazza-Sola, $15.00 ,16190359,,16190359
"Bowie, David","Ragazzo Solo, Ragazza Sola","7"" Vinyl",Yes,Philips,704 208 BW,1970,USA,,No,https://www.discogs.com/release/3773652-David-Bowie-Ragazzo-Solo-Ragazza-Sola-Versione-Italiana-Di-Space-Oddity, $300.00 ,3773652,,3773652
"Bowie, David","Ragazzo Solo, Ragazza Sola","7"" Vinyl",Yes,Parlophone,DBISIT 2016,2016,USA,"Limited edition of 3,000 copies - Blue Vinyl",Yes,https://www.discogs.com/release/8774472-David-Bowie-Ragazzo-SoloRagazza-Sola-Versione-Italiana-Di-Space-Oddity, $34.99 ,8774472,,8774472
"Bowie, David",Rare,"12"" Vinyl",Yes,RCA,PL 89001,1983,New Zealand,European edition,No,https://www.discogs.com/release/9094981-Bowie-Rare, $12.58 ,9094981,,9094981
"Bowie, David",Rare,"12"" Vinyl",Yes,RCA,PL 45406,1982,South Africa,,No,https://www.discogs.com/release/1496372-Bowie-Rare, $13.67 ,1496372,,1496372
"Bowie, David",Rare,"12"" Vinyl",Yes,RCA,PL 45406,1982,South Africa,,No,https://www.discogs.com/release/1496372-Bowie-Rare, $13.67 ,1496372,,1496372
"Bowie, David",Rare Interview / Let's Talk,"12"" Vinyl",N/A,All Round Trading,AR 30010,1983,UK,Unofficial Release - picture disc - interview disc,No,https://www.discogs.com/release/935528-David-Bowie-Rare-Interview-Lets-Talk, $20.00 ,935528,,935528
"Bowie, David",RARESTONEBOWIE,CD,Yes,Golden Years,GY 014,1995,Japan,Compilation,No,https://www.discogs.com/release/437854-David-Bowie-RarestOneBowie, $10.51 ,437854,,437854
"Bowie, David",RARESTONEBOWIE,CD,Yes,Golden Years,GY 014,1995,Japan,Compilation,No,https://www.discogs.com/release/437854-David-Bowie-RarestOneBowie, $10.51 ,437854,,437854
"Bowie, David",RARESTONEBOWIE,"10"" Vinyl",Yes,Golden Years / Trident Music International,GYLP 014,1995,USA,Clear Vinyl Edition,No,https://www.discogs.com/release/600443-David-Bowie-RarestOneBowie, $52.62 ,600443,,600443
"Bowie, David",RCA Special Radio Series Vol. 1,"12"" Vinyl",Yes,RCA,DJL1-3829,1980,USA,RCA Special Radio Series,No,https://www.discogs.com/release/9099836-David-Bowie-RCA-Special-Radio-Series-Vol-I, $40.00 ,9099836,,9099836
"Bowie, David","Ready, Set, Go! (Live, Riverside Studios '03)",CD,Yes,Parlophone / ISO Records,DBRSDCD2003,2025,USA,"Record Store Day - 3,000 Copies Pressed",Yes,https://www.discogs.com/release/33666687-David-Bowie-Ready-Set-Go-Live-Riverside-Studios-03, $19.99 ,33666687,,33666687
"Bowie, David","Ready, Set, Go! (Live, Riverside Studios '03)",CD,Yes,Parlophone / ISO Records,DBRSDCD2003,2025,USA,"Record Store Day - 3,000 Copies Pressed",Yes,https://www.discogs.com/release/33666687-David-Bowie-Ready-Set-Go-Live-Riverside-Studios-03, $19.99 ,33666687,,33666687
"Bowie, David","Ready, Set, Go! (Live, Riverside Studios '03)","12"" Vinyl",Yes,Parlophone / ISO Records,DBRSD2003,2025,USA,"Record Store Day - 6,400 Copies Pressed",Yes,https://www.discogs.com/release/33672411-David-Bowie-Ready-Set-Go-Live-Riverside-Studios-03, $52.00 ,33672411,,33672411
"Bowie, David","Ready, Set, Go! (Live, Riverside Studios '03)","12"" Vinyl",Yes,Parlophone / ISO Records,DBRSD2003,2025,USA,"Record Store Day - 6,400 Copies Pressed",Yes,https://www.discogs.com/release/33672411-David-Bowie-Ready-Set-Go-Live-Riverside-Studios-03, $52.00 ,33672411,,33672411
"Bowie, David",Real Cool World,"7"" Vinyl",Yes,Warner Bros. Records,5439-18808-7,1992,France,Solid Centre,No,https://www.discogs.com/release/1029800-David-Bowie-Real-Cool-World, $6.58 ,1029800,,1029800
"Bowie, David",Real Cool World,CD,Yes,Warner Bros. Records,40575-2,1992,France,Maxi-Single,Yes,https://www.discogs.com/release/1012924-David-Bowie-Real-Cool-World, $7.00 ,1012924,,1012924
"Bowie, David",Real Cool World,"12"" Vinyl",No,Warner Bros. Records,9 40575-0,1992,France,Stock Copy,No,https://www.discogs.com/release/591541-David-Bowie-Real-Cool-World, $7.17 ,591541,,591541
"Bowie, David",Real Cool World,"12"" Vinyl",Yes,Warner Bros. Records,9 40575-0,1992,France,Stock Copy,No,https://www.discogs.com/release/591541-David-Bowie-Real-Cool-World, $7.17 ,591541,,591541
"Bowie, David",Real Cool World,Cassette,Yes,Warner Bros. Records,4-18808,1992,Germany,Cassette Single,Yes,https://www.discogs.com/release/3690386-David-Bowie-Real-Cool-World, $7.99 ,3690386,,3690386
"Bowie, David",Real Cool World,"12"" Vinyl",N/A,Warner Bros. Records,0-40575,1992,Germany,Test Pressing,No,https://www.discogs.com/release/3042082-David-Bowie-Real-Cool-World, $9.25 ,3042082,,3042082
"Bowie, David",Real Cool World,"12"" Vinyl",Yes,Warner Bros. Records,9362-40575-0,1992,Japan,Stock Copy,No,https://www.discogs.com/release/86717-David-Bowie-Real-Cool-World, $10.45 ,86717,,86717
"Bowie, David",Reality,CD,Yes,ISO Records / Columbia,CK 90576,2003,EU,,No,https://www.discogs.com/release/1175665-David-Bowie-Reality, $3.00 ,1175665,,1175665
"Bowie, David",Reality,CD,Yes,ISO Records / Columbia,CK 90576,2003,EU,,No,https://www.discogs.com/release/1175665-David-Bowie-Reality, $3.00 ,1175665,,1175665
"Bowie, David",Reality,CD,Yes,ISO Records / Columbia,CK 90660,2003,France,Digipak,No,https://www.discogs.com/release/789363-David-Bowie-Reality, $6.00 ,789363,,789363
"Bowie, David",Reality,CD,Yes,ISO Records / Columbia,CK 90660,2003,France,Digipak,No,https://www.discogs.com/release/789363-David-Bowie-Reality, $6.00 ,789363,,789363
"Bowie, David",Reality,CD / DVD,Yes,ISO Records / Columbia,COL 512555,2003,Portugal,Tour Edition - PAL,No,https://www.discogs.com/release/1067499-David-Bowie-Reality, $12.93 ,1067499,,1067499
"Bowie, David",Reality,Dual Disc,Yes,Columbia,CN 90743,2004,UK,CD on one side DVD Audio on the other side,No,https://www.discogs.com/release/3696590-David-Bowie-Reality, $24.65 ,3696590,,3696590
"Bowie, David",Reality,"12"" Vinyl",N/A,None,None,2007,UK,Unofficial Release - White Vinyl limited edition of 250 Copies,No,https://www.discogs.com/release/4175424-David-Bowie-Reality, $20.00 ,4175424,,4175424
"Bowie, David",Reality,"12"" Vinyl",N/A,None,None,2007,UK,Unofficial Release - White Vinyl limited edition of 250 Copies,No,https://www.discogs.com/release/4175424-David-Bowie-Reality, $20.00 ,4175424,,4175424
"Bowie, David",Reality,"12"" Vinyl",Yes,Columbia / ISO Records / Sony Music,88985434491,2017,UK,Black Vinyl Edition,Yes,https://www.discogs.com/release/10948423-David-Bowie-Reality, $29.24 ,10948423,,10948423
"Bowie, David",Reality,SACD,Yes,ISO Records / Columbia,CH 90752,2003,USA,Multichannel,No,https://www.discogs.com/release/1970253-David-Bowie-Reality, $52.31 ,1970253,,1970253
"Bowie, David",Reality,"12"" Vinyl",Yes,Music On Vinyl / Columbia / ISO Records,MOVLP875,2014,USA,Black Vinyl Edition,Yes,https://www.discogs.com/release/5509641-David-Bowie-Reality, $39.11 ,5509641,,5509641
"Bowie, David",Reality,"12"" Vinyl",Yes,Music On Vinyl / Columbia / ISO Records,MOVLP875,2014,USA,"Limited Edition of 2,500 Copies - 1934/2500 Copies - Orange Vinyl",No,https://www.discogs.com/release/4953752-David-Bowie-Reality, $57.63 ,4953752,,4953752
"Bowie, David",Reality,"12"" Vinyl",Yes,Music On Vinyl / Columbia / ISO Records,MOVLP875,2014,USA,"Limited Edition of 2,500 Copies - 1434/2500 Copies - Green Vinyl",Yes,https://www.discogs.com/release/5481224-David-Bowie-Reality, $57.89 ,5481224,,5481224
"Bowie, David",Reality,"12"" Vinyl",Yes,Friday Music / ISO Records / Columbia,FRM-90576,2015,USA,Clear Vinyl Edition,No,https://www.discogs.com/release/7527119-David-Bowie-Reality, $39.73 ,7527119,,7527119
"Bowie, David",Reality,"12"" Vinyl",Yes,Friday Music / ISO Records / Columbia,FRM-90576,2015,USA,Clear Vinyl Edition,Yes,https://www.discogs.com/release/7527119-David-Bowie-Reality, $39.73 ,7527119,,7527119
"Bowie, David",Reality,"12"" Vinyl",Yes,Friday Music / ISO Records / Columbia,FRM-90576,2018,USA,Orange & White Swirl Edition,No,https://www.discogs.com/release/12271580-David-Bowie-Reality, $41.00 ,12271580,,12271580
"Bowie, David",Reality,"12"" Vinyl",Yes,Friday Music / ISO Records / Columbia,FRM-90576,2020,USA,Yellow Vinyl Version,No,https://www.discogs.com/release/15136665-David-Bowie-Reality, $50.00 ,15136665,,15136665
"Bowie, David",Rebel Never Gets Old,"12"" Vinyl",N/A,Columbia / ISO Records,675040 6,2004,USA,Picture Disc,No,https://www.discogs.com/release/1068671-David-Bowie-Rebel-Never-Gets-Old, $41.91 ,1068671,,1068671
"Bowie, David",Rebel Never Gets Old,"12"" Vinyl",N/A,Columbia / ISO Records,675040 6,2004,USA,Picture Disc,No,https://www.discogs.com/release/1068671-David-Bowie-Rebel-Never-Gets-Old, $41.91 ,1068671,,1068671
"Bowie, David",Rebel Never Gets Old,"12"" Vinyl",N/A,Columbia / ISO Records,675040 6,2004,USA,Picture Disc,No,https://www.discogs.com/release/1068671-David-Bowie-Rebel-Never-Gets-Old, $41.91 ,1068671,,1068671
"Bowie, David",Rebel Never Gets Old,"12"" Vinyl",N/A,Columbia / ISO Records,675040 6,2004,USA,Picture Disc,No,https://www.discogs.com/release/1068671-David-Bowie-Rebel-Never-Gets-Old, $41.91 ,1068671,,1068671
"Bowie, David",Rebel Rebel,"7"" Vinyl",N/A,RCA Victor,LPB05009,1974,EU,Made in the USA but for UK distribution,No,https://www.discogs.com/release/843626-David-Bowie-Rebel-Rebel, $4.43 ,843626,,843626
"Bowie, David",Rebel Rebel,"7"" Vinyl",N/A,RCA Victor,LPB05009,1974,EU,Made in the USA but for UK distribution,No,https://www.discogs.com/release/843626-David-Bowie-Rebel-Rebel, $4.43 ,843626,,843626
"Bowie, David",Rebel Rebel,"7"" Vinyl",N/A,RCA Victor,APB0-0287,1974,France,Stock Copy,No,https://www.discogs.com/release/8409617-Bowie-Rebel-Rebel, $7.04 ,8409617,,8409617
"Bowie, David",Rebel Rebel,"7"" Vinyl",Yes,RCA Victor,LPBO 5009,1974,Germany,Stock Copy,No,https://www.discogs.com/release/8357395-David-Bowie-Rebel-Rebel, $9.47 ,8357395,,8357395
"Bowie, David",Rebel Rebel,"7"" Vinyl",Yes,RCA Victor,74-16 398,1974,Japan,,No,https://www.discogs.com/release/482288-Bowie-Rebel-Rebel, $11.00 ,482288,,482288
"Bowie, David",Rebel Rebel,"7"" Vinyl",Yes,RCA Victor,SPBO-9128,1974,Netherlands,Stock Copy,No,https://www.discogs.com/release/4857590-Bowie-Rebel-Rebel-Rebelde-Rebelde, $11.55 ,4857590,,4857590
"Bowie, David",Rebel Rebel,"7"" Vinyl",Yes,RCA Victor,LPBO-5009,1974,Netherlands,,No,https://www.discogs.com/release/1834006-Bowie-Rebel-Rebel, $11.76 ,1834006,,1834006
"Bowie, David",Rebel Rebel,"7"" Vinyl",N/A,RCA Victor,APBO-0287,1974,New Zealand,Stock Copy,No,https://www.discogs.com/release/2890016-Bowie-Rebel-Rebel, $12.43 ,2890016,,2890016
"Bowie, David",Rebel Rebel,"7"" Vinyl",N/A,RCA Victor,APBO-0287,1974,New Zealand,Indianapolis Pressing,No,https://www.discogs.com/release/2890016-Bowie-Rebel-Rebel, $12.43 ,2890016,,2890016
"Bowie, David",Rebel Rebel,"7"" Vinyl",Yes,RCA,BOW 514,1983,Peru,Lifetimes The Singles: Push Out Center Intact,No,https://www.discogs.com/release/4911459-David-Bowie-Rebel-Rebel, $12.65 ,4911459,,4911459
"Bowie, David",Rebel Rebel,"7"" Vinyl",N/A,RCA Victor,102417,1974,Philippines,Stock Copy,No,https://www.discogs.com/release/2219233-Bowie-Rebel-Rebel, $12.71 ,2219233,,2219233
"Bowie, David",Rebel Rebel,"7"" Vinyl",N/A,RCA Victor,LPBO 5009,1974,UK,Solid Centre,No,https://www.discogs.com/release/28417504-Bowie-Rebel-Rebel, $20.00 ,28417504,,28417504
"Bowie, David",Rebel Rebel,"7"" Vinyl",N/A,RCA Victor,LPBO-5009,1974,UK,,No,https://www.discogs.com/release/3589042-David-Bowie-Rebel-Rebel, $20.00 ,3589042,,3589042
"Bowie, David",Rebel Rebel,"7"" Vinyl",Yes,RCA Victor,SRCA-88731,1974,UK,Stock Copy,No,https://www.discogs.com/release/4079184-David-Bowie-Rebel-Rebel, $20.95 ,4079184,,4079184
"Bowie, David",Rebel Rebel,"7"" Vinyl",N/A,RCA Victor,YEPBO 204,1974,UK,Push-out center intact,No,https://www.discogs.com/release/5294567-Bowie-Rebel-Rebel, $21.05 ,5294567,,5294567
"Bowie, David",Rebel Rebel,"7"" Vinyl",Yes,RCA Victor,LPBO 5009,1974,UK,Stock Copy,No,https://www.discogs.com/release/2975581-David-Bowie-Rebel-Rebel-Queen-Bitch, $23.68 ,2975581,,2975581
"Bowie, David",Rebel Rebel,"7"" Vinyl",N/A,Parlophone,DBREBEL 40,2014,UK,"Picture Disc - Limited Edition of 2,000 copies",Yes,https://www.discogs.com/release/5450123-David-Bowie-Rebel-Rebel, $22.77 ,5450123,,5450123
"Bowie, David",Rebel Rebel,"7"" Vinyl",N/A,Parlophone,DBREBEL 40,2014,UK,"Picture Disc - Limited Edition of 2,000 copies",Yes,https://www.discogs.com/release/5450123-David-Bowie-Rebel-Rebel, $22.77 ,5450123,,5450123
"Bowie, David",Rebel Rebel,"7"" Vinyl",N/A,RCA Victor,42-508,1974,USA,Torn label on Side A,No,https://www.discogs.com/release/8171026-David-Bowie-Rebel-Rebel, $35.92 ,8171026,,8171026
"Bowie, David",Rebel Rebel,"7"" Vinyl",Yes,RCA,SS-2355,1974,USA,Stock Copy,No,https://www.discogs.com/release/6062183-デビッドボウイー-愛しき反抗-Rebel-Rebel-Queen-Bitch-クイーンビッチ, $263.16 ,6062183,,6062183
"Bowie, David",Rebel Rebel / Young Americans / 1984 / Footstompin',"7"" Vinyl",Yes,Wildcat Record Company,BOW2,1987,UK,Unofficial Release - Blue Vinyl,No,https://www.discogs.com/release/3247503-David-Bowie-Rebel-Rebel-Young-Americans-1984-Footstompin, $25.00 ,3247503,,3247503
"Bowie, David",Resurrection On 84th Street,"12"" Vinyl",Yes,The Amazing Kornyfone Record Label,TAKRL 2995,1977,USA,Unofficial Release - Red-on-yellow insert,No,https://www.discogs.com/release/15737963-David-Bowie-Resurrection-On-84th-Street, $75.00 ,15737963,,15737963
"Bowie, David",Revolutionary Song,"7"" Vinyl",Yes,Overseas Records,MA-185-V,1979,UK,Red Label - Second Issue,No,https://www.discogs.com/release/3416563-The-Rebels-デビッドボウイーの革命の歌-David-Bowies-Revolutionary-Song, $21.92 ,3416563,,3416563
"Bowie, David",Rock 'N' Roll Star!,"12"" Vinyl",Yes,Parlophone,DBRNRSLP 721,2024,UK,,Yes,https://www.discogs.com/release/30945982-David-Bowie-Rock-N-Roll-Star, $20.07 ,30945982,,30945982
"Bowie, David",Rock 'N' Roll Star!,"12"" Vinyl",Yes,Parlophone,DBRNRSLP 721,2024,UK,,Yes,https://www.discogs.com/release/30945982-David-Bowie-Rock-N-Roll-Star, $20.07 ,30945982,,30945982
"Bowie, David",Rock 'N' Roll Star!,CD,Yes,Parlophone,DBRNRS 72,2024,USA,Box Set: 5 CD,Yes,https://www.discogs.com/release/30223415-David-Bowie-Rock-N-Roll-Star, $100.00 ,30223415,,30223415
"Bowie, David",Rock 'n' Roll Suicide,"7"" Vinyl",N/A,RCA Victor,LPBO 5021,1974,EU,Push-out center intact,No,https://www.discogs.com/release/2413867-Bowie-Rock-N-Roll-Suicide, $4.75 ,2413867,,2413867
"Bowie, David",Rock 'n' Roll Suicide,"7"" Vinyl",Yes,RCA Victor,LPBO 5021,1974,Germany,Stock Copy,No,https://www.discogs.com/release/2097048-David-Bowie-RockNRoll-Suicide, $8.42 ,2097048,,2097048
"Bowie, David",Rock 'n' Roll Suicide,"7"" Vinyl",Yes,RCA,BOW 503,1983,New Zealand,Lifetimes The Singles: Push Out Center Intact,No,https://www.discogs.com/release/4802103-David-Bowie-Rock-N-Roll-Suicide, $12.21 ,4802103,,4802103
"Bowie, David",Rock 'n' Roll Suicide,"7"" Vinyl",N/A,RCA Victor,LPBO 5021,1974,Philippines,Solid Centere,No,https://www.discogs.com/release/12530525-Bowie-Rock-N-Roll-Suicide, $12.66 ,12530525,,12530525
"Bowie, David",Rock 'n' Roll Suicide,"7"" Vinyl",Yes,RCA Victor,LPBO-5O21,1974,South Africa,,No,https://www.discogs.com/release/966945-Bowie-Rockn-Roll-Suicide, $13.68 ,966945,,966945
"Bowie, David",Rock 'n' Roll Suicide,"7"" Vinyl",N/A,Parlophone,DBROCK 40,2014,UK,"Picture Disc - Limited Edition of 2,500 copies",Yes,https://www.discogs.com/release/5604099-David-Bowie-Rock-n-Roll-Suicide, $25.32 ,5604099,,5604099
"Bowie, David",Rock 'n' Roll Suicide,"7"" Vinyl",N/A,Parlophone,DBROCK 40,2014,UK,"Picture Disc - Limited Edition of 2,500 copies",Yes,https://www.discogs.com/release/5604099-David-Bowie-Rock-n-Roll-Suicide, $25.32 ,5604099,,5604099
"Bowie, David",Rock 'n' Roll Suicide,"7"" Vinyl",Yes,RCA Victor,SRCA-88751,1974,USA,Stock Copy,No,https://www.discogs.com/release/3221291-Bowie-Rock-N-Roll-Suicide, $52.63 ,3221291,,3221291
"Bowie, David",Rock 'n' Roll Suicide,"7"" Vinyl",Yes,RCA Victor,74905,1974,USA,Push-out center intact,No,https://www.discogs.com/release/8496596-David-Bowie-Rockn-Roll-Suicide-Quicksand, $287.17 ,8496596,,8496596
"Bowie, David",Rock 'N' Roll With Me,"7"" Vinyl",N/A,RCA Victor,PB-10105,1974,Japan,Stock Copy,No,https://www.discogs.com/release/4634609-Bowie-Rock-N-Roll-With-Me, $10.76 ,4634609,,4634609
"Bowie, David",Rock 'N' Roll With Me,"7"" Vinyl",N/A,RCA,JB-10105,1974,Spain,Promo  - Live Version,No,https://www.discogs.com/release/5322676-Bowie-Rock-N-Roll-With-Me, $14.99 ,5322676,,5322676
"Bowie, David",Rock 'N' Roll With Me,"7"" Vinyl",N/A,RCA,JB-10105,1974,UK,Promo ,No,https://www.discogs.com/release/5374424-Bowie-Rock-N-Roll-With-Me, $18.92 ,5374424,,5374424
"Bowie, David",Rock 'N' Roll With Me,"7"" Vinyl",N/A,RCA Victor,PB-10105,1974,USA,Promo,No,https://www.discogs.com/release/16052100-Bowie-Rock-N-Roll-With-Me, $55.74 ,16052100,,16052100
"Bowie, David",Rock Concert,"12"" Vinyl",Yes,RCA Victor,PL-42993,1979,UK,Rock Concert,No,https://www.discogs.com/release/1244848-David-Bowie-Rock-Concert, $23.66 ,1244848,,1244848
"Bowie, David",Rosalyn,"7"" Vinyl",Yes,RCA Victor,PROM 1,1973,USA,Promotional Item,No,https://www.discogs.com/release/3574348-David-Bowie-Rosalyn, $118.42 ,3574348,,3574348
"Bowie, David",Rubber Band,"7"" Vinyl",N/A,Deram,45-DEM-85009,1967,USA,Promo,No,https://www.discogs.com/release/6531790-David-Bowie-Rubber-Band, $100.00 ,6531790,,6531790
"Bowie, David",Rubber Band,"7"" Vinyl",N/A,Deram,45-DEM-85009,1967,USA,Promo,No,https://www.discogs.com/release/6531790-David-Bowie-Rubber-Band, $100.00 ,6531790,,6531790
"Bowie, David",Rubber Band,"7"" Vinyl",N/A,Deram,45-85009,1967,USA,Promo,No,https://www.discogs.com/release/4605186-David-Bowie-Rubber-Band, $107.63 ,4605186,,4605186
"Bowie, David",Santa Monica '72,CD,Yes,Griffin Music / Golden Years,GCD-392-2,1995,UK,Unofficial Release,No,https://www.discogs.com/release/1060204-David-Bowie-Santa-Monica-72, $20.00 ,1060204,,1060204
"Bowie, David",Santa Monica '72,CD,Yes,Griffin Music / Golden Years,GCD-392-2,1995,UK,Unofficial Release,No,https://www.discogs.com/release/1060204-David-Bowie-Santa-Monica-72, $20.00 ,1060204,,1060204
"Bowie, David",Santa Monica '72,"12"" Vinyl",Yes,Golden Years,GYLP 002,1994,USA,Semi-Legal Clear Vinyl,No,https://www.discogs.com/release/1727922-David-Bowie-Santa-Monica-72, $50.00 ,1727922,,1727922
"Bowie, David",Santa Monica 1972,"7"" Vinyl & CD",Yes,Golden Years,GY 002,1995,UK,Partially Unofficial - 2877/15000,No,https://www.discogs.com/release/1057585-David-Bowie-Santa-Monica-1972, $25.00 ,1057585,,1057585
"Bowie, David",Scary Monsters (and Super Creeps),"7"" Vinyl",Yes,RCA,BOW 8,1981,EU,Stock Copy - Paper Labels,No,https://www.discogs.com/release/2677042-David-Bowie-Scary-Monsters-And-Super-Creeps, $3.93 ,2677042,,2677042
"Bowie, David",Scary Monsters (and Super Creeps),"7"" Vinyl",Yes,RCA,BOW 8,1981,EU,Stock Copy - solid centre,No,https://www.discogs.com/release/749819-David-Bowie-Scary-Monsters-And-Super-Creeps, $4.90 ,749819,,749819
"Bowie, David",Scary Monsters (and Super Creeps),"7"" Vinyl",Yes,RCA Victor,PB 9654,1981,France,,No,https://www.discogs.com/release/2826863-David-Bowie-Scary-Monsters-And-Super-Creeps-Because-Youre-Young, $6.32 ,2826863,,2826863
"Bowie, David",Scary Monsters (and Super Creeps),Cassette,Yes,RCA,AQK1-3647,1980,Germany,,No,https://www.discogs.com/release/3651820-David-Bowie-Scary-Monsters, $9.00 ,3651820,,3651820
